Employee_ID,Age,Gender,Department,Job_Role,Salary,Experience_Years,Performance_Rating,Overtime,Attrition
1902,59,Female,Sales,Business Development,156855,35,3,No,No
1903,46,Female,HR,HR Manager,82629,18,3,Yes,Yes
1904,29,Female,Finance,Accountant,49020,3,1,Yes,No
1905,57,Male,Finance,Accountant,140069,35,1,Yes,No
1906,43,Male,HR,HR Executive,71116,15,1,Yes,No
1907,44,Male,Sales,Business Development,120402,21,3,Yes,Yes
1908,23,Female,IT,Data Scientist,25000,0,4,Yes,No
1909,54,Female,Finance,Finance Manager,142987,27,3,No,No
1910,55,Male,HR,HR Executive,147995,33,1,No,No
1911,43,Male,HR,HR Manager,111013,18,3,Yes,No
1912,44,Male,HR,HR Executive,94936,18,2,No,No
1913,57,Male,HR,HR Manager,153944,35,1,Yes,No
1914,24,Female,Finance,Accountant,25312,1,3,Yes,No
1915,28,Male,IT,System Admin,36407,1,5,No,No
1916,43,Male,IT,Software Engineer,105163,17,5,Yes,No
1917,58,Male,Marketing,Content Strategist,119990,29,3,No,No
1918,56,Female,HR,HR Manager,153637,32,1,Yes,No
1919,31,Male,Sales,Business Development,44789,8,5,No,No
1920,60,Male,HR,HR Executive,156003,37,3,Yes,No
1921,48,Female,IT,System Admin,99359,18,1,No,Yes
1922,34,Female,Finance,Accountant,57192,7,4,Yes,No
1923,35,Female,Marketing,Content Strategist,55793,11,1,No,Yes
1924,48,Male,IT,Software Engineer,125589,24,1,No,Yes
1925,22,Female,Sales,Business Development,28138,0,2,Yes,No
1926,55,Female,Marketing,Content Strategist,102964,25,1,No,No
1927,55,Female,Finance,Accountant,131384,33,4,No,No
1928,23,Female,IT,System Admin,25000,0,1,Yes,Yes
1929,24,Male,HR,HR Manager,33059,0,1,Yes,No
1930,57,Female,HR,Recruiter,153848,30,1,Yes,No
1931,36,Male,Operations,Operations Executive,77218,13,4,Yes,No
1932,31,Male,Finance,Financial Analyst,43229,2,5,Yes,No
1933,58,Female,Marketing,SEO Specialist,168479,35,3,No,Yes
1934,57,Female,Marketing,SEO Specialist,161338,33,4,No,No
1935,56,Female,Marketing,Content Strategist,150211,34,1,No,Yes
1936,36,Male,IT,Data Analyst,43537,7,4,No,No
1937,27,Male,Sales,Sales Executive,46465,2,1,Yes,No
1938,48,Male,Marketing,Content Strategist,122946,24,5,No,No
1939,57,Female,HR,HR Manager,130528,29,3,Yes,No
1940,30,Female,Marketing,Content Strategist,48767,1,3,No,No
1941,51,Female,Sales,Business Development,128928,29,2,No,No
1942,52,Female,Marketing,Content Strategist,126578,25,3,Yes,No
1943,51,Male,Sales,Sales Executive,118503,24,4,No,No
1944,27,Female,HR,Recruiter,42179,5,4,No,No
1945,37,Male,Finance,Financial Analyst,66069,12,1,No,No
1946,57,Female,Finance,Finance Manager,135529,33,3,No,No
1947,49,Female,Operations,Operations Manager,112844,22,2,No,No
1948,33,Male,Operations,Operations Executive,41285,6,4,Yes,Yes
1949,31,Male,Finance,Financial Analyst,54694,3,1,No,No
1950,54,Male,Marketing,SEO Specialist,153410,31,1,No,No
1951,36,Male,IT,Data Analyst,59025,6,5,No,No
1952,33,Male,IT,System Admin,43382,6,5,No,No
1953,42,Male,HR,HR Manager,72691,15,2,No,No
1954,33,Female,Finance,Finance Manager,50682,5,1,No,No
1955,29,Male,Marketing,SEO Specialist,36018,2,1,Yes,Yes
1956,27,Male,Marketing,Marketing Executive,37875,4,1,No,No
1957,28,Female,Sales,Sales Executive,25990,0,1,No,No
1958,52,Female,Marketing,Marketing Executive,134540,29,1,No,No
1959,37,Male,IT,Data Scientist,80792,11,2,No,No
1960,44,Male,Sales,Business Development,92351,18,5,No,No
1961,25,Male,IT,Data Scientist,49137,2,4,Yes,No
1962,50,Male,Sales,Sales Executive,112151,27,4,No,No
1963,33,Female,Sales,Business Development,29393,4,4,No,Yes
1964,35,Female,HR,HR Executive,62197,6,4,No,No
1965,23,Female,Operations,Coordinator,40571,1,3,No,No
1966,35,Male,HR,Recruiter,52247,5,5,Yes,Yes
1967,40,Male,HR,HR Executive,78649,10,2,No,Yes
1968,49,Male,Sales,Sales Manager,98086,19,1,No,No
1969,33,Male,Operations,Coordinator,54686,5,1,No,No
1970,40,Male,HR,Recruiter,77017,10,4,Yes,Yes
1971,22,Male,Marketing,Marketing Executive,36561,0,1,Yes,Yes
1972,34,Female,Operations,Operations Manager,70677,11,4,No,No
1973,38,Male,Marketing,SEO Specialist,96985,14,2,No,No
1974,58,Female,IT,System Admin,136559,28,2,Yes,No
1975,30,Female,Operations,Operations Manager,55973,4,5,Yes,No
1976,56,Male,Marketing,Content Strategist,145913,34,4,Yes,Yes
1977,48,Male,Operations,Coordinator,123198,22,5,Yes,Yes
1978,33,Female,Finance,Accountant,38915,4,1,Yes,Yes
1979,44,Female,Marketing,Marketing Executive,107687,22,3,Yes,No
1980,44,Male,HR,HR Manager,95882,15,4,No,Yes
1981,59,Female,HR,HR Manager,142348,32,3,Yes,No
1982,43,Female,IT,Data Analyst,99555,15,1,No,No
1983,48,Female,IT,Data Analyst,110256,19,3,No,Yes
1984,34,Female,Operations,Operations Manager,70886,8,4,No,No
1985,22,Female,Marketing,SEO Specialist,47220,0,5,No,No
1986,57,Male,Finance,Finance Manager,152542,31,3,No,No
1987,34,Female,Sales,Business Development,54614,7,3,Yes,No
1988,37,Female,HR,Recruiter,49521,8,3,No,No
1989,54,Female,Marketing,SEO Specialist,149560,29,5,Yes,No
1990,30,Male,Operations,Operations Manager,34797,3,4,Yes,Yes
1991,37,Female,Sales,Sales Manager,80388,14,5,No,No
1992,31,Female,Operations,Operations Manager,38289,4,4,Yes,No
1993,54,Male,HR,Recruiter,144964,28,4,No,No
1994,53,Male,Sales,Business Development,146276,29,1,Yes,Yes
1995,60,Female,Operations,Coordinator,161830,36,5,No,No
1996,50,Female,HR,HR Manager,108695,23,3,Yes,Yes
1997,55,Female,IT,System Admin,150357,32,2,No,Yes
1998,42,Female,Operations,Operations Manager,78891,12,3,No,No
1999,57,Male,Finance,Financial Analyst,150120,33,3,Yes,Yes
2000,45,Male,HR,HR Manager,100774,19,3,No,No
